label	review
1	Не плохой вариант, за свои деньги! Купил такой телефон, как он только появился на рынке по началу не доставлял проблем ,спустя год использования начались заметные проблемы с подтормаживанием производительности ,сделал полный сброс настроек на некоторое время проблема исчезла,но снова появилась потом ,при использовании игр часто не хватало оперативной памяти, хотя ее там 3 гигабайта!с батареей проблем нет!
0	Телефон для бабушек Пользоваться этим телефоном мне не понравилось. Первые 2 месяца он работает нормально, но потом начинает очень сильно тормозить. Камера не очень, как на кнопочном телефоне. Батарея держит также не долго. Чтобы зайти в тот же самый Google нужно подождать 5 минут минимум, а потом ещё столько же чтобы напечатать текст и выдало результат. Конечно телефон дешёвый, это его единственный плюс (моё мнение), за такие деньги ни на что надеяться не стоит. Как для человека который только звонит по телефону и не нужны другие функции то телефон пойдёт, а так.....
0	За свою цену нет равных
1	Бюджетник? Камера 108 мп? Расскажу свой опыт использования данного зверя и посоветую более дешевую модель к покупке.  В один период я поняла что мой honor 8x не делает фотографий нужного мне качества. Хотя я и не являюсь блогером, но все же на память хочется иметь качественные фотографии. И вот он анонс нового аппарата Xiaomi 10t pro с сенсационной камерой 108мп. Да, я знаю, что качество фото не зависит от мп, но очень захотелось такого зверя. Тогда ещё было нереально найти его в магазинах, только по предзаказу, к которому шли ещё подарки, но я ждала пару месяцев, надеялась на снижение цены и упустила подарки.  В итоге цена не упала и я приобрела его за 45990р. И я считаю эту цену совсем не бюджетной, лично для меня бюджетная цена 10000-15000. Выбрала именно модель pro так как слота для карты памяти в телефоне нет, а это значительный минус. Так же нет миниджека (до покупки этого тлф я даже не знала что это 🤣колхоз просто, что говорить то) но в коробке идет переходник. Для любителей безпроводных наушников вообще не будет проблем.  В коробке нас ждало зарядное устройство, защитный чехол, переходник для наушников, инструкция и телефон с защитной пленкой. Кстати пленка очень не плохая, хожу с ней уже 4 месяца.  В целом аппарат очень классный, дизайн привлекает внимание. Иногда проблемы с датчиком приближения, но сейчас стало лучше. Возможно я просто привыкла.  Экран имеет IPS матрицу, но очень хорошего качества, глаза не устают.  Ну и перейду к самому важному фотографии  Начнем с камеры, при идеальном освещение вы получите вот такие селфи: Но если что то пойдет не так то можно и такое получить  А вот камера при хорошем освещение делает божественные снимки, так же имеет множество интересных режимов.  Но я думаю, что это за счёт яркости светопередачи.  Фотография ночной режим. Торопилась рано утром на работу, случайный кадр.  А еще радует зарядка, которая до полного заряда заряжает за 50 минут. Мне заряда хватает на сутки, причем днем я пользуюсь тлф очень мало, а вот вечером не выпускаю из рук.  Подведу итог- смартфоном я осталась вполне довольна, но если нет желания платить такую большую сумму можно преобрести poko x3, он почти в 2 раза дешевле, да в нём нет камеры в 102мп, но он тоже делает хорошие фото. Так же пришлось малость повозиться с отключением рекламы, если раньше Xiaomi пихал рекламу с свои тлф и обозначал это не высокой стоимость, то в данном случае можно было бы и без неё обойтись. 
0	Главное что бы 1.5 Гб оперативной памяти не оказалось маловато! Главное что бы 1.5 Гб оперативной памяти не оказалось маловато! я бы советовал 2 Гб на 2019 самый-самый минимум. 3 Гб если не играть в супер крутые игры более чем достаточно. Памяти устройства (8 Гб) так же маловато, приложения социальных сетей будут занимать все больше и больше вашей драгоценной памяти, но здесь есть решение, можно докупить накопитель.
1	"Стал моим другом. Плюсы и минусы, а так же некоторые фишечки телефона Всем здравствуйте! В конце октября решилась на глобальные перемены в моей жизни, а именно на разрыв с моим ASUS Zenfone. Увы, прослужив мне верно 5 лет, он перестал тянуть некоторые приложения. Плюс стал чуток подтормаживать. Поговорив с другом и, услышав его фразу ""Боже, да ты его покупала 5 лет назад, там уже древняя версия Android"", я решила отдать старый телефон маме, а себе купить новый. Критерии отбора было всего два: размер и цена до 15 тыс. Я искала телефон с маленьким экраном, но в итоге поняла, что выбор мой сокращается просто в 10-ки раз. Сейчас тенденция делать лопаты, те что поменьше и стоят дорого. В общем выставив фильтры на Яндекс-маркете я нашла свой Samsung M21. Начну с  , хотя они не существенны лично для меня: А теперь  Надеюсь мой отзыв был полезен и поможет Вам в выборе телефона! "
0	Не качественная железка в красивой оболочке.  Через полгода использования отвалился (в прямом смысле) дисплей. Заменили по гарантии. Ещё через полгода дисплей начал глючит, жить своей жизнью. В гарантийном ремонте отказали, так как истекла гарантия на само устройство. Получается, гарантия на смартфон 1 год, а на оригинальный дисплей - полгода... Бред. Пользуюсь пятью устройствами Honor, но после этого случая буду обходить данный бренд стороной. Никому не советую Honor.
0	"Nokia 105. А вы готовы хвастаться этим телефоном? На повестке мобильный телефон  Это очень дешёвый телефон. Покупала его в ""Связном"" 12 июня по праздничной скидке 12%, так что обошелся мне он за 871 руб. Нужен был телефон для второй симки, которой я практически не пользуюсь, но к которой у меня привязаны многие аккаунты в интернете, ну и типа вместо домашнего телефона ""на всякий пожарный"" (проводной давно отключили). В комплект поставки входит сам телефон, зарядное устройство, инструкция. Выбрала черный. Я, честно говоря, не понимаю ВЗРОСЛЫХ людей, которые покупают лично для себя дешевые телефоны ярких красочных цветов, привлекающие внимание. Такие сообщают всем: ""Смотрите-ка какой у меня яркий дешевый телефончик! Обзавидуйтесь!""   :)  Поэтому только черный лаконичный цвет. Функции в телефоне минимальны: смс, звонки, радио, памятки, 5 примитивных игр,календарь, простейший калькулятор, секундомер. Изображение в телефоне цветное. На верхнем ребре телефона находятся разъем 3,5 для наушников, разъем для зарядки, фонарик, а также отверстие, которое надо подковырнуть пальцем, чтоб открыть заднюю панель. Также как и у   имеется фонарик. И этот факт, конечно, радует. Область освещения маленькая, но подсветить кнопки домофона, дверной замой этим фонариком очень удобно. Свет белый. Для наглядности сделала фото в тёмной ванной. Зарядку телефон держит очень долго, где-то неделю. И тут кто-то скажет: ""Ммм, отличная недорогая  !"" Поэтому на вопрос ""Рекоммендуете ли Вы это своим друзьям?"" я отвечаю: ""Нет, ДРУЗЬЯМ я такое не рекомендую."" Уж лучше купите тогда  . Не намного дороже, зато по всем критериям лучше, и динамик в том числе. Некоторые в интернете писали про проблемы с часами. Так вот я специально проверила их в магазине, и всё было в порядке. Часы работают исправно и показывают нужное время. В составлении этого отзыва мне помогал мой неубиваемый фотоаппарат  Также читайте: можно ли использовать как звонилку планшет  Другие отзывы читайте на  В завершение инструкция на русском для таких же дотошных, как и я. "
1	"ВАЖНО : как не купить китайскую подделку у китайцев . Недостаток камеры о котором все умалчивают.  Где купить дешевле .  Полный 100 % обзор камеры с фильтрами.  Наконец то этот день настал когда я накопила на телефон Xiaomi. Причем можно сказать, что это халява, так как заработок был не с основной моей работы, а в интернете, но с другой стороны я не хило потратила на это свое личное время. Покупка для меня не дешевая, сразу скажу, что мой выбор сделал ютуб. Столько роликов сколько пересмотрела я, наверное никто так по больному не будет подходить к выбору телефона. Причем хотелось увидеть обещанные плюсы и минусы. Плюсы я уже насмотрелась и хотелось бы понять и другую сторону луны. Заходя на обзоры с такими названиями "" это полный ужас"" или "" не берите эту марку, сейчас все покажу"". В результате я опять видела сладкий медовый отзыв от которого аж сладко становилось. Вот эти накрутки просмотров. Главное же название и мы ведемся на это. Упаковка симпатичная. красного яркого цвета. Не вскрытая. Это говорит о том, что китайцы не перепрошивали его. Если коробка пришла в запечатанной пленке , значит все нормально. Пломба оригинального и глобальной версии телефона. Держит эту пленку. Если ее нет, значит это подделка. Содержимое упаковки - сам смартфон, силиконовый чехол, блок питания, microUSB-USB кабель, скрепка и макулатура. Чехол слабенький , мягкий и только на первое время. Длина кабеля составляет 80 см. Скрепка для извлечения сим. слота. Характеристики у телефона если знаешь что куда, то можно понять. Я знаю только разрешение экрана и про камеру. В принципе это мне было и важно. В чем я согласна с блогерами, это что китайцы вообще без фантазии , все название отличаются только цифрой и парой не понятных букв. А отличия разительные. В верхней части расположились: фронтальная камера, разговорный динамик, датчик приближения и освещённости и светодиодная вспышка Задняя крышка металлическая. Скорее всего алюминий. так как тяжести это не придает. В нижней части крышки логотип производителя . На правой грани находятся «качелька» регулировки громкости и кнопка питания. В самом телефоне на верху находится выдвижная шторка. В которой есть масса полезных функций для быстрого доступа. . В том числе и фото с экрана. Большинство фотографий сделаны именно так. На левой грани лоток для двух SIM-карт или одной симки и карты памяти. На верхнем торце расположились только микрофон для шумоподавления и ИК-порт или Смартфон Xiaomi Redmi 5 - там совсем другие характеристики. Намного хуже Разница в трех буквах. Ну вы серьезно. Это разные телефоны. Ну обзовите его как-нибудь. Слов разве жалко. В результате я заказала смартфон и стала ждать. Наверное первая моя покупка, когда я проверяла каждый день куда она дошла. Не терплячка просто била в голову. И вот он у меня в руках. Я его видела и до этого в магазинах. Но там он стоил на пару тысяч дороже. Видела, но в руках не держала. Было опасение, что в моей женской руке будет смотреться лопатником. Ведь размер не маленький. На самом деле гаджет женственный даже. Он в длину больше поэтому вид у него даже очень симпатичный. Причем можно выбрать из цветовой гаммы. Золотой голубой черный белый розовый. Самый дешевый - это розовый. Но вы поняли какой я выбрала. На самом деле это не поросячий цвет, а больше к оттенку золота - спокойный и нежный. Хотя я не понимаю этой заморочки с цветом. Если все равно потом покупаешь чехол. Для чего эти танцы с бубном. Включаю телефон и вижу вот такой значок. Никаких взрывов и красивых заставок. Меня это сначала испугало потому что я не увидела что значок появился внизу экрана. Основная настройка, выбираем русский язык. Вот тут я остановлюсь поподробнее. Так как я чуть не попала. Есть телефоны на которым написано глобальная прошивка. Но на картинке мы видим вот такие значение. Покупаем только -  Это настоящая прошивка с адекватным русским языком. И если будет обновляться по воздуху, то обновления будут тоже для русскоязычного народа. Что же такое -  - это английская версия для Европы. То есть изначально она всегда в приоритете будет на английском. А китайцы, так как наш русский Ванька больше их покупает, переводят сами. Ну объяснять не надо какой там может быть перевод. И обновления прилетят вам на английском или с поломанным языком. Нам это надо, нет конечно. ... Включили,настроили и тут нам прилетает непонятные настройки. MI аккаунт. И он нам будет мозолить глаза и выскакивать и напоминать о себе. Приведу пример с айфоном. У которого своя секта. Тут такая же морковка. Этот аккаунт синхронизирует все ваши данные. Это удобно. Кроме того он может - Синхронизировать фитнес-браслет Xiaomi + 50 гб облачного хранения данных Получать информацию с умных весов часов и кроссовок (у ксеоми очень много толковых приложений и товаров) Менять темы оформления на телефонах Xiaomi (тем много, обоев тоже. Не нужно бегать по интернету ) Менять прошивку. Это не советую, только если 100 % умеешь. Получать обновления по воздуху. Мне пришло обновление сразу и через месяц новое. Можно будет управлять телефоном с помощью компьютера (заблокировать или удалить все данные если вы потеряли телефон. ) Использовать сервисы ксеоми. . Они на английском, поэтому мне не очень нужно. Использовать приложение вроде блютуз или общалки. Как в ай фонах, есть специально разработанная для этой фирмы. И самое важное – там будут храниться контакты, сообщения, фото и видео Еще благодаря этому сервису вы сможете смотреть номер вставленной сим. карты и отслеживать его местоположение на случай если потеряли телефон. Настроили телефон и теперь смотрит что же там есть. Сначала я не привыкла, что есть приложения. Которые собраны в одну папку. Потом это оказалось так удобно, что начала создавать их сама. Длительным нажатием топаем одну из иконок и перетягиваем на ту иконку с которой они будут в одной папке. Папка готова. Переименовать папку тоже не сложно. Для этого нажимаем на слово "" папка"" и переименовываем. Предустановленные программы в папках. Уже открытые. Порядок это своевременная чистка телефона. Тут вообще продумано идеально. Внизу есть три полосочки. на которые при нажатие открываются скриншоты всех запущенных приложений.  Их можно смахнуть и тогда автоматически приложение закроется.  Или нажать вот на такой крестик который закроет все приложения разом и заодно память почистит.  Все уведомления работают также смахиванием.  Есть режим чтения. И телефон можно использовать как электронную книгу , щадящий режим для глаз. можно настроить под себя, как удобнее открывать или перелистывать страничку. Выбор огромный. Советую переплатить пару тысяч и купить с самым большим объемом. На данный момент это 64 гб. Я взяла 16 гб и теперь жалею. Конечно, пока мне хватает. Но с каждым разом как будто тает на глазах. Хотя я чищу телефон , но как любой хозяин обрастает вещами в квартире , так и с телефоном происходит. Очень громкий. У меня даже стоит не на максимальных настройках. И даже это слишком .. Милые предустановленные звуки и мелодии.  Можно поставить свою мелодию на каждого человека разную. У меня стоит одна на всех . Предположим что телефоном пользуются два человека. Например муж любопытный или ребенок хочет поиграть. А нам нужно что-то скрыть или наоборот не хочется утонуть в детских приложениях. Для этого создается второе пространство. Найти и создать его можно в настройках. Есть еще одна примочка. Это смахивания влево. Обычно мы листаем только в одну сторону. А тут полезная фишка , вроде дополнительных сносок ярлыков, которые не нужны часто, но и искать их не хочется. Глаза не мозолят и ладно . Ну вот мы и дошли до самого вкусного. Конечно если учитывать, что это бюджетная модель, хотя и не такая уж бюджетная. Кто-то с жиру бесится и покупает айфоны по космической цене, пусть покупают. Для меня лично это цена не маленькая. Я брала его за 10.500 рублей. Отличительная особенность - это двойная камера. Наверняка вам нравятся портретные фото - это вы четкая и красивая, а задний фон размыт. Речь об эффекте Боке. В случае со смартфоном такие фото возможно снимать именно благодаря двойному сенсору. - я заметила, что после портретного режима если я переключаю на обычный режим, он все равно делает портретный сюжет. Вот как тут получилось. Задний фон размыт, хотя не должен был. Настройки минимальные и не совсем понятные. Так как я пробовала менять . Разницы я вообще не увидела. Такое ощущение, что есть какие-то основные настройки которые не меняются, а для разнообразия,что бы было внушительно и понатыкали названий. В самой камере настройки меняются и их видно. Уникальный редактор, который даст фору даже некоторым скаченными приложениями. улучшения в один клик. Например - ПРИРОДА. Насколько прибавилось красок. Также удобная обрезка,улучшения можно добавить свой уникальный штамп, подпись , надпись. смайлик. Для фото селфи пойдет, можно даже сделать улучшение лица. И выбрать эффект кукольной. Тут в настройках есть разница. Пример , как получается селфи на улице. приближенный кадр , специально оставила волосы. на которых можно видеть детализацию. Обычное снимок можно сравнить с не плохой зеркалкой. Довольно не плохо.  P.S - Был сильный ветер, цветы клонило и я думала будет размыто, но как видите все четко. Также не плохо в помещении фотографирует. Тест на лампочку тоже прошел. Съемка вблизи неоднозначная. Я не знаю что это такое. Если я снимаю предмет он получается четким. специи увеличенное изображение ( реальный размер фото ) Но если мне нужно снять текст в плотную на этикетке, он абсолютно не фокусируется. Как бы я не старалась . Но дольше обрабатывает снимок. Фото становится ярче и рекламное качество. . Что даже позволяет улучшать фото без обработки. Разницы я не увидела честно говоря. Такие фото делаются обычно для инстаграм или для коллажа. Квадрат он и в Африке квадрат. Как в анекдоте. Ну тут вообще не понятно куда его применить. Только побаловаться. Ну куда засунуть и применить. Такое в виде тонкой закладки для книг. Ссори , за маленький беспорядок. Снимает отлично. Есть стабилизация. Даже если руки трясутся как у паралитика, то ваше кино будет ровным и не прыгать. Звук тоже выше всяких похвал. Даже слишком хорош. Улавливает даже дыхание. Тоже такая функция для инстаграм Размещать свою историю. . Ролик продолжительностью всего в 10 секунд. Имеет право на жизнь. Включил на сколько надо, отошел и тебе сохранили. Такое себе селфи издалека. Или фото целой компании. - легкое размытие, где все получается красивое. -не плохой, но не нужный. Двойная камера справляется с ночными снимками и без переключения режимов. Tiff-shift - размытие по рамке. - крутая штука. Даже если вы снимаете в очень неудобном положение, за вас все сделает программа. Если нажать на три кружочка - есть встроенная пленка. Это эффекты для фото-природа, лето, любовь, сияние, покой. Ягоды, черно-белые, блеклый и т д. Применяется сразу без нажатия на спуск. Для меня это просто открытие. Если сравнивать с прошлым моим смартом, который я заряжала каждый день. Этот я заряжаю раз в три дня. Правда я не играю в игры. Но зато много сижу в соц. сетях, смотрю видео и много фотографируют и снимаю. Объем смотреть выше в характеристиках. Можно с помощью одного клика закрыть все приложения. тут все исправлено. настройки батарейки. О плюсах еще могу сказать - это Удобная очень функция. Случайно нажать или искать это не про него. Так расположена уникально. Что никаких неудобств не вызывает. Можно поставить блокировку по лицу. Если не хотите поднимать телефон, просто постучитесь. Два тапы и он раз блокируется. Ну все эти функции нужно включать. Вывод , что от камеры как ее рисуют я ожидала слишком много. Но в то же время она самая лучшая пока из всего что у меня было. По другим настройкам тоже все нравится. Привыкла быстро. И вам советую. Спасибо большое за просмотр, за внимание. Буду благодарна за лайк."
1	Недорогой смартфон с двумя симкартами, за свои деньги просто шедевр. Этот смартфон служит мне уже более года, и с ним абсолютно ничего не случилось, только немного начало отклеиваться защитное стекло. И то это вина не телефона, а криворукого наклейщика стекла. Этот телефон в первую очередь понравился мне своим внешним видом и размером. Фокус часто виснет и долго срабатывает, есть огромная задержка когда пытаешься сделать фото. Фокус часто пропадает, из за чего часто получаются размытые фотки. Этот телефон точно не стоит вам брать если вы любите часто делать красивые фотки, и вам нужно чтобы в вашем смартфоне была хорошая камера. Еще один недостаток заключается в том, что в комплектации нет ничего кроме зарядного устройства и самого телефона. Еще зарядное устройство не разделяется на USB кабель и блок питания, а идет сразу единым устройством.
1	Почти безграничные возможности На третий юбилей в жизни решили подарить дочке телефон мобильный. Я сам вообще универ по электронике заканчивал, сейчас с компьютерами работаю, поэтому сам взялся за выбор конкретной модельки. Однажды взгляд упал на realme C25, понравился внешне. Решил вчитаться в характеристики - тоже подходит. Интересно. Буду копать дальше. Из интересного - быстрый и мощный процессор, выдерживает даже тяжёлые игры (пока был в магазине, скачал, попробовал), объемные документы. Также отдельно отмечу камеру, 48 Мп для девочки-подростка вполне достаточно, да и у меня самого по сути такая же камера. Самым важным был конечно дисплей. Посадить глаза в таком юном возрасте не самая лучшая идея, мы этого не хотим. Дисплей 6,5 дюйма, при этом сам телефон не тяжелый и не слишком большой. В руке держать более чем удобно, большим пальцем легко достать до любой области экрана. Качество дисплея на 5 баллов, цвета четкие, излишней резкости и контраста нет. Ну и немаловажный фактор при выборе телефона - ёмкость аккумулятора. В данной модельки я могу дозвониться до дочери весь день, не было ещё ни разу, чтобы она смогла его посадить за день. Стоит realme C25 в розничных магазинах порядка 13к рублей что очень и очень недорого. Мы взяли, рекомендуем и вам рассмотреть такой вариант
0	Это самый ужасный телефон, который у меня был. Этот телефон появился у меня 3 месяца назад и у меня есть полное представление о нем.  Покупался он за 5000 тыс. р. как второй телефон. У меня он работал только для звонков и e-mail. Но он даже с этим не справился. Когда я его включил, я был в недоумении от того, что новый телефон начал зависать при запуске. Я оставил этот момент, так как списал это на то, что телефон начал все загружать. После этого я установил нужные мне приложения и был в полном шоке. Я зашел в e-mail проверить почту и после этого он выбросил меня в меню, я зашел еще раз написать сообщение и клавиатура грузилась минуту. Он плохо работает даже в звонках. Этот телефон постоянно вылетает в меню, глючит в любых стандартных приложениях, очень быстро разряжается. У меня были до этого телефоны дешевле этого, но при этом они работали намного лучше. Не нужно смотреть на то, что у него задняя крышка выглядит как чехол. Единственное за что нельзя критиковать этот телефон, это за его камеру. За свою цену это обычная камера, как у всех телефонов за такую цену.  По этому телефону я сделал выводы, что выброшу его в помойное ведро. Я не рекомендую к покупке данный девайс. 
0	Для кого как. Мне не понравился
0	Очень достойно, но айфон остается на первом месте Я купила этот телефон, Через несколько месяцев после релиза . То есть он был новый и конечно дороже чем другие. IPhone 10 был был у меня до него, и к Айфону Я вернулась После него. камера очень достойная. Все друзья просили меня сфотографировать их и очень крутые получались портреты. Но если любую фотографию увеличивать или редактировать, всё равно по качеству не такое идеальное. У меня нет абсолютно Никаких претензий к телефону, но но некоторые функции, которые для меня важны , просто-напросто недоступны. например в китае, где Google сервисы заблокированные, на диктовка голосом недоступна потому что без ВПН это сделать невозможно. в Айфоне Вы можете оффлайн делать на диктовку текста. То есть быстрее писать посты и любые заметки. с другом хуавей- это нельзя делать.  Зарядка держалась стандартная, телефоны в руке достаточно удобный но за такую цену Хочется больше функций, и опять же возможности камеры не самые лучшие. Я проходила с ним месяц, а потом не выдержала и просто купила новый iPhone ) 
0	Крепкий среднячек Визуально смартфон выглядит очень привлекательно, но за его оболочкой скрывается не совсем то, чего ожидаешь за те деньги, которые отдал. Под этой мыслью я подразумеваю то, что обычная жесткая память занята ОС на 12 Гб из 32 Гб я считаю это слишком много. Разумеется я ничего не понимаю в написании программного обеспечения, но 20 Гб в наше время на смартфоне мне кажется маловато. Одни только игрушки сколько памяти занимают. Но и тут проблемы с памятью не заканчиваются. На этот раз ОЗУ объемом в 3 Гб. Из них остаётся 1.4-1.6 а в критические моменты остаётся и вовсе 800 мб. Этими фактами я не то что не доволен, но покрайней мере разочарован. Но хватит о грустном не все так мерзопакостно как кажется можно и хорошие черты отметить. Например, дисплей очень яркий и на солнце, на полной яркости справляется с лихвой. А в комнатном освещении, даже помогает разглядеть плохо получившиеся детали на фотографиях. Но камера в этом телефоне сделана нууу так. Несмотря на проблемы с оперативной памятью он работает довольны быстро, есть фризы конечно но они не критичные, и само по себе оформление KNOX визуально очень хорошее прям глаз радуется. Так сам дизайн телефона очень оригинален.
0	"Много наворотов и фишек, но все ли из них удачны и так уж необходимы? Обновляю отзыв. Не прошло и года, как телефон ушёл на ремонт по гарантии.  Добрый день! Ранее в течение несколько лет я пользовалась смартфоном от этого же производителя  , и была им очень довольна. Но несколько месяцев назад с ним случилась беда и расстались мы не очень хорошо) Началось все с того, что кошка перегрызла шнур зарядки и я сдуру стала заряжать телефон неродными и порою не слишком качественными зарядками (думаю, в этом и первопричина произошедшего)). Заметила, что постепенно телефон стал заряжаться все медленнее, пока в один прекрасный день не перестал это делать в принципе. При подозрении на то, что наелась батарее, она была заменена. Выяснилось, что дело в разъеме для зарядки, но одновременно с этим случайным образом телефон упал и у него разбился экран, поэтому уже проще было купить новый, чем маяться с заказом деталей и ремонтом. Выбор пал на Huawei Honor 9 Lite в сером цвете (так же доступны черный, белый и синий цвета). ЦЕНА: На момент покупки в районе 15 тысяч КОМПЛЕКТАЦИЯ: смартфон с батареей, зарядное устройство, чехол, устройство для извлечения SIM, документация Стоит сразу сказать, что смартфон обладает большим количеством особенностей и фишек, тем не менее, по многим вопросам у меня сложилось двойственное мнение. На первый взгляд у смартфона обычный сдержанный без рамочный лаконичный дизайн, тем не менее у него есть своя фишка - зеркальная стеклянная задняя панель, которая смотрится модно и необычно. Поначалу он показался мне лопатой, но со временем я привыкла. Относительно легкий. Есть автоповорот экрана, возможность менять контрастность, а так же режим защиты зрения Тут же должна сказать, что защитной пленки на экран, увы, смартфон не предусматривает. Не то, чтобы мало,но как говорится, все познается в сравнении, и это меньше. чем на прошлом моем смартфоне, соответственно, заряжать приходится чаще(а вот заряжается, кстати, смартфон быстро). в качестве блокировки и разблокировки смартфона. Сенсор находится на панели сзади.  (nano-SIM)- для меня вопрос опять же принципиально важный.И конечно, сие обстоятельство меня обрадовало, но вот , увы, отдельного слота для карты памяти в смартфоне нет, а вставляется она на место, предназначенное для 2 симки - вот и выходит, что либо то, либо то (конечно, при объеме встроенной памяти в 64 Гб и доступной пользователю памяти в 48 Гб, может, не столь она и нужна эта флешка, но для меня так привычнее). Для меня, пожалуй едва ли не самый главный параметр в смартфоне, т.к. я очень люблю фотографировать для себя. И в этом же, пожалуй, основная особенность смартфона.Производитель снабдил свое творение двумя двойными камерами. 1).Режим панорамы на обоих камерах, в.т.ч. на фронтальной 2). Режим основной камеры ""свет"". Это вообще предел мечтаний! Ну и так же в завершении разбора параметров смартфона хочу просто перечислить имеющиеся полезные функции, о которых не буду говорить подробно, итак, это: блютус, Wi-Fi, GPS, поддержание 2G/3G/4G, фонарик, быстрая функция скриншота, режим полёта, режим экономии энергии, чёрный список контактов, раз блокировка не только с помощью отпечатков пальца, но и распознавание лица ( впрочем, я лично не считаю этот способ особо надёжным), голосовой набор, компас, диктофон, радио. Ну и приятный бонус - при регистрации аккаунта Huawey пользователь получает доступ к к множеству доступных и регулярно пополняющихся тем оформления. "
