label	review
0	"Я бы не стал это покупать Без лишней воды. Телефон имеет Full HD 5"" дисплей, 4000 мАч аккумулятор, 8-ядерный процессор, 4 гб оперативной памяти и 64 гб памяти для хранения. При этом обошелся он мне в цену около 5 тыс. рублей. И на самом деле для АлиЭкспресса это не так уж и дешево, хотя, конечно, цена весьма неплохая. При этом на вид телефон тоже выглядит весьма презентабельно. В общем, это все его достоинства, и, в принципе, их вполне достаточно для покупки. Хочу поделиться недостатками, чтобы кто-нибудь не сделал такой же ошибочный выбор. 1. Процессор MTK 6750t весьма прожорливый, так что все равно телефона в среднем хватает на сутки, не смотря на солидный объем аккумулятора. 2. Довольно быстро на экране появились сотни микроскопических битых пикселей, с виду напоминающих туманность. 3. Сотовая связь принимается очень плохо. Возможно, в большом городе вы не заметите этого, но там, где и так периодически возникают сбои связи, этот телефон не поймает вообще ничего. При чем, не важно, 2g, 3g или 4g связь. Хотя, телефон все эти сети поддерживает, просто очень плохо ловит. 4. Краска на эффектном корпусе со временем точечно облупляется. 5. Забудьте про рут-права. Телефон залочен производителем намертво. Даже 4pda не поможет. 6. Медленный WiFi. Думаю, это напрямую связано с плохим приемом мобильной связи. 7. Куча рекламы в прошивке. В принципе, всё отключается, но это не так легко, как кажется. Отключается все по-разному: что-то замораживается, что-то лишается всех прав, что-то в настройках самой программы-рекламы надо отключать, что-то - в настройках лончера и т.д. На 4pda есть прошивка ""без рекламы"", но лично я ее не пробовал. Пункт 2 и 3 особенно неприятны, и если бы я раньше знал о них, я бы определенно не стал покупать данный девайс. Всем удачи."
0	"Однозначно никому не советую! У меня 3 последних телефона были Сони, я ими очень и очень довольна, посоедний жил три года и я его разбила. По теперешним ценам как-то дороговато Сони выходит, решила посмотреть другие фирмы, увидела Asus, по характеристикам он меня вполне устраивал, почитала отзывы - все нахваливают, решила, беру. Как только пришла из магазина начала тестировать, тут то и начались сплошные расстройства. Камера 8 мегапикселей, но по факту их нет, к слову за 10 дней использования не получилось ни одного достойного фото (а фотографирую я довольно таки часто). Потом телефон периодически начал виснуть, просто, без причины, когда заходишь в галерею или просто пишешь смс. И чаще всего в таких случаях ожидания или блокировка не помогала,приходилось открывать крышку, вытаскивать батарею...Еще минус, не такой существенный, но все же: много ""родных"" приложений, которые нельзя удалить... Из плюсов: яркий экран, качество сборки(крышки на шатаются, люфта нет. "
0	"Повелась на низкую стоимость, а зря. Проблем только себе добавила Итак, когда я только купила этот телефон, то просто светилась от восторга! Такая прелесть за копейки. Смотрится отлично, края экрана чуть закругляются, крышечка золотистая, такой тёплый цвет! Да и яркость экрана, краски очень сочные) Не слишком лёгкий, все, как я люблю. Первым разочарованием стало то, что батарея всего 2000 mAh, вместо заявленных 2500 mAh. Это разозлило и огорчило (в магазине развели руками, мол, все вопросы к производителю.) Держится 3 часа при активном использовании. Вторым разочарованием был объем оперативной памяти, 1 gb, вместо заявленных 2 gb. (Где глаза были при покупке, не понимаю.) Ну и третье - это слабый радио модуль, что обнаружилось не сразу. Суть в том, что этот модуль влияет на качество работы микрофона, т.е.когда сеть ловит хуже - собеседник вас не слышит или слышит с дикими звуками и скрежетом. Гарантийный ремонт не изменил ситуацию ни на йоту. (К слову, чинили месяц, на другом конце Челябинска. Про ""Связной"" нужен отдельный отзыв. Отвратный магазин.) И теперь, когда я нахожусь на даче, муж со мной не разговаривает. Потому что попросту не слышит. Совсем. Четвертое, это то, что стекло отходит в верхнем левом углу (не роняла ни разу). Это не влияет на работу, но дико бесит. Ну и пятое, это то, что телефон начал глючить гораздо раньше, чем следовало. Скорее бы уже купить другой телефон... Конечно, за эти деньги не стоило ждать ""конфетки"". Сама виновата. Настоятельно не рекомендую никому! Другие мои отзывы на телефоны:"
0	"неудобный, но крепкий Очень неудобный телефон! из всех плюсов - яркий, крепкий, не разлетается при падении. А минусов масса - звонить нормально можно только через гарнитуру, т.к. экран не блокируется и ухом нажимаюстя кнопки на экране, ужасно маленькие кнопки в экранной клавиатуре. Все листается только вбок, стоит палец чуток не так поставить - выходишь в главное меню. Неудобен для звонков, смсок, интернета, фоткает как тапок, нет секундомера и встроенных игр даже! Сплошное разочарование. А еще бесит, что если убрать все значки с главного экрана, чтобы было видно красивые обои, там появляется эта дурацкая налпись, которую никак не убрать, про ""экран событий"" Родные наушники яркие, красивые, прочные, но ужасно тихие. Кстати,со сторонними устройствами они вообще не работают.  Ах да, по собственной воли телефон сам делает звук тише, если долго слушать музыку на максимуме"
0	Не без изьянов Модель стоит наверное своих денег, но в ходе пользования возникло сильное желание оставить отзыв. В принципе для обычных нужд вполне нормальный аппарат,но. Зачем делать столько глупых и бессмысленных приложений, которые по функционалу разительно хуже конкурентов. Элементарный блокнот с заметками не делает ничего. Звук очень посредственный и переодически хрипит динамик Стекло настолько хлипкое, что царапины мне кажется остаются от любого соприкосновения Датчик отпечатков пальцев это предел тупизма и тормазнутости, по сравнению с конкурентами можно сказать не работает. Всегда приходиться несколько раз нажимать Настройки телефона также весьма посредственные, не нашел пока возможности отключать отдельно звук некоторых приложений Знал бы не купил
0	пожалейте нервы Из достоинств можно отметить достаточно хорошее качество экрана, а еще он неубиваемый, хотя может это и недостаток - сломался-бы, выкинул в мусорку с легким сердцем, но нет, все еще работает. Все остальное минусы: 1 корпус скрипит, гнется, при падении разбирается (слетает задняя крышка и аккумулятор). 2 камера, можно сказать ее нет. Более-менее приемлемое фото можно сделать только на улице при ярком свете, при среднем освещении, а тем более в помещении фото не получится вообще. 3 нет датчика приближения, разговаривать можно только бережно держа телефон возле уха, иначе может произойти все что угодно: отключится динамик и собеседник вас не услышит, внезапно в ухо включится громкая связь, или вообще произойдет отбой вызова. Если же вы прижали телефон к щеке плечом, то любая из этих неприятностей вам гарантирована. 4 малый объем памяти (как ОЗУ так и ПЗУ), без карты памяти не обойтись. 5 Телефон жутко тормозит при включении интернета (не важно 3G или WIFI) телефон ни на что не реагирует. Если вы в инете или вайбере, то даже на звонок ответить сложно. Ну и в добавок ко всему аккумулятор слабоват, при активном использовании даже на день не хватит. В общем не советую к покупке.
0	Не нравится! В целом и в общем конечно неплохо, но вот экран и задняя панель подвели( как видно на фото). Уронил сие чудо техники на ламинат(над своим нынешним айфоном так издеваюсь...) и вот он результат моих буяний. Если не касаться крепости телефона: Процессор очень хороший, несколько открытых приложений держал уверенно. Все приложения открывались достаточно быстро. Подвисаний практических не было, сами приложения работали быстро( игр не скачивал, как работают они сказать не могу ). Камера: Тут тоже все не так плохо. В темноте фотки получались очень даже хорошие, местами отличные.! Всякие интересные и не очень режимы там есть. Особо не фотографировал на нем, но не смотря на это фотографий было достаточно много и большинство из них очень хорошие! Касательно памяти, тут все гораздо хуже. Всего 32 гб! Ну это очень мало, прям очень. А учитывая то, что на андроидах появляются всякие непонятные файлы, прям каждый день. Проще говоря, 32 гб это очень мало! Сеть ловил очень неплохо( у меня был мтс, от этого тоже многое зависит) и за городом и где то не пойми где. Местоположение показывал более менее точно. Динамики громкие, вибрация есть, работа тоже неплохо. По моему все, но если будете с ним ходить, без чехла и защитного стекла не надо, уж очень дорого это все)
1	Незаменимый помощник в обычной жизни. Не променяю его ни на что! Может. есть смысл переходить на андройд? Или же покупать 5s в 2017? Обо всём по порядку! Характеристики, мнение, МНОГО ФОТО :) Можно заметить разницу двух смартфонов. 5s, SE я считаю удачной моделью, как и 6/6s, скажу сразу, это два моих любимых смартфона-любимца *-*  : у эпл это IOS и это самая шикарная операционная система, которая есть (это сугубо моё мнение, мне удобно работать с иос).  : он  , даже если вы будете аккуратно им пользоваться, он всё равно потрескается, порвется, но работать будет.   сама верхняя оболочка провода (резиновая) начала крошиться сама по себе, я заматывала его скотчем, изолентой, но он снова начинал крошиться, в итоге: он был весь обклеен изолентой и скотчем, но работал превосходно, и работает до сих пор (мой мч пользуется им).  . Живут долго, даже если вы постираете их в стиральной машинке, или же уроните в воду (наушники от 4 айфона пережили многое, но до сих пор работают! А также у меня были наушники от айпода, прослужили они мне меньше, чем от 4-ки, да и намного лучше они.)
1	Отличный бюджетный телефон за свою цену!! Хороший смартфон в моем пользовании 2 месяца.Из достоинств это канечно четкий экран ,жаль не amoled(( громкий звук,есть функция в наушниках улучшения звука.Батареи хватает на 1 день при 2 часах просмотре роликов ,4-6 часов серфинга,1-2 прослушивания музыки.Игры тянет не плохо не греется не виснет Присутствует NFC. Из недостатков камера не очень особенно ночью,корпус пластик(( памяти ОЗУ бы побольше.
1	Новинка ,телефон нового поколения ,  за бесплатно ? 🙈 🌞 Всем привет, хочу рассказать о замечательном бюджетном телефоне Xiaomi Redmi Note 5A Prime.  ✔️✨ Сама коробка и оформление 🌙 ❤️ ✔️ ✔️ ✔️ ✔️ ✔️ ✔️Теперь хочу сказать в целом. Очень понравился телефон, за такие деньги, а стоит он не больше  , это просто подарок. Экран замечательный, глаза не напрягаются. Экран достаточно большой. На холоде сенсор работает хорошо, без помех. Зарядку телефон держит очень хорошо, лучше чем мой старый телефон  . Зарядник быстро заряжает. Камера хорошая, разнообразие функций удивляют. Особенно это сканер отпечатка пальцев и переход телефона в другое пространство. Очень советую этот телефон действительно. Чехол антистресс, блестящие сердечки в воде за 2 доллара на этот телефон, отзыв  Мраморный чехол  . 
1	"Хороший девайс за свою цену и почему мне пришлось сменить его на айфон! Купил его за 6 000 рублей в интернет магазине и остался доволен. Покупал в 2014 году на Новый Год! Это был мой второй телефон на Андроид. Я был дико рад. Я думал, что это лучший телефон в моей жизни ( на тот момент так и было). Только камера не нравилась. Пробежимся по характеристикам LG l60: - Андроид 4.4.2 - Камеры 5 Мп и 0.3 Мп - Процессор 1.3 ГГц - TFT дисплей - Bluetooth 4.0 -512 Мб ОЗУ - 2.5 ГБ своей памяти - Micro USB 2.0 - Экран 4.3 дюйма - Lion батарея 1540 мАч Короче говоря, бюджетное устройство. Мне он очень нравился. Но прожил он у меня чуть больше 2х лет. В мае 2016 года я его убил. Началось всё с установки root прав. Root права - права суперпользователя, помогают использовать недоступные обычным юзерам функции. Например, изменить шторку или поменять заставку при включении телефона. Также можно управлять системными приложениями. В погоне за свободной памятью я удалил весь гугловский софт, кроме маркета. Затем принялся за замену смс приложения и поставил более маловесящее. В двух словах - натворил делов. Потом root права резко пропали. Теоретически с ними ничего не сделать. Раз уж поставил, то навсегда. Но у меня резко пропали все функции, телефон начал тупить. С каждой неделей он всё больше деградировал. Через 3 месяца мне пришлось сделать восстановление системы (сброс к заводским настройкам). Но из-за моих махинаций с системным софтом у меня пропали приложения: камера, SMS, Плей маркет и клавиатура. Ну а сейчас у меня IPhone 5c . А мой ""кирпич"" лежит в коме и ждёт когда я его перепрошью. Фото сделаны на "
1	Наверное, он уже вышел из моды. Я долгое время пользовалась разными смартфонами сенсорными и как-то они мне очень надоели. Я решила просто перейти на обычный телефон, кнопочный. Телефоны Нокия у меня были, раньше. А конкретно этот смартфон я хотела давно. В магазинах он к сожалению уже не продавался и я решила приобрести с рук. У меня была белая модель. Смотрится он классно, корпус из метала. Прям девчачий цвет, это мне очень нравилось. По началу, меня все устраивало, было, конечно не привычно после больших экранов смотреть на маленький экранчик и тыкать в малюсенькие кнопки. Могу сказать, что он мне быстро надоел. Задняя крышка расшаталась и, казалось, что она вот-вот отвалится. Экран реально маленький и меню не интуитивно понятно, просто обычный пользователь думаю с трудом в нем разберется. Кнопочки очень маленькие, у меня пальцы маленькие, но даже им было сложно нажимать на кнопки. Звук, который выдает телефон пищит и трещит, в общем не супер. Как обычная звонилка, он тоже не подойдет, как я ранее говорила, меню сложное, много ненужных функций, которые могут запутать человека. Я проходила с ним чуть больше месяца и продала. Мне он не показался хорошей покупкой!!!!! 
1	Отличный, хорошо защещённый от грязи и воды  телефон с хорошей батареей, камерой у, которого только 1 недостаток и это память на 16Гб, но всегда можно добавить, как сделал я.   Телефон,достаточно свежий 2017 года. Не тормозит, у него хорошая камера, не отличная, а именно хорошая. Батарея держится долго. Сразу, телефон находится в защитном чехле из пластмассы, который невозможно снять, зато ни одно падение ему не страшно. Удивительно, что в чехле телефон не сильно греется как я это раньше представлял. Пользуюсь 3 год и не собираюсь менять ближайшее время.
1	"Хороший телефон. Все же я верю в эту марку. Аппаратом пользуюсь относительно недавно, более 4 месяцев, поэтому объективности наверное в моем отзыве будет меньше, чем у людей с годовалым временем юзания Нокии. Сразу оговорюсь. Перед покупкой Нокии пользовался НОВЫМ Huawei Honor 3. Ну как пользовался...Мучался. Такого Китайского тормоза давно рука не держала. Так. О главном. Железо в телефоне средненькое, ближе к бюджетному. HTC 630, 820 по цене и внутрянке аналогичны были для выбора. Как раз-таки железо очень хорошо оптимизировано в данной модели. В коробке Андрюша 7.0 Телефон сам по-воздуху обновился до Андроид 8.0.0 Oreo. Это контр-аргумент пользователю, который писал про fps WoT и т.д. Хочешь играть на 5,0"" экране в игрушки, за цену 140$., как на Predator-e? Вы откуда такой ванильный взялись? Предполагаю, что всё-таки голый Андроид причина стабильной работы телефона. Я правда, привык, к оболочкам, на примере htc sense, но и голышня тоже мне по нраву. Что нужно сразу установил с маркета, и забыл. Экран хороший, без нареканий. Всегда пользовался на 30-40%-ной яркости экрана. Этого хватало. В солнечный день увеличивал до 80% яркость. Это вполне приемлемый процент для комфортной работы и пользования телефоном. Текстовые файлы, Nokia всегда четко снимала. Эта модель - не исключение. Вот обычные фотографии камера делает середнячковые. Samsung Note 3, HTC 628 делают хорошие,очень хорошие фотографии. Вот Nokia 3 здесь проигрывает данным, уже старым, моделям телефонов. Они у меня есть, поэтому и сравниваю. в телефоне тоже хороший, громкий, без посторонних шумов. Касается как наружного, так и голосового динамиков. В предустановленных в телефоне рингтонах можно выбрать достаточно громкую мелодию. Или установить свою. Это для тех, кто не слышит входящий звонок в шумных местах. Динамик один, расположен снизу, рядом с разъемом для зарядки. . Регулируется в меню телефона, для каждого слота SIM карты отдельно. Тоже плюс+! Сеть не пропадает никогда! Ребята, все же это Нокиа. Традиции сохранила. Есть и  При входящем звонке интернет соединение разрывается. Т.е., во время разговора у вас не получится одновременно посмотреть информацию в интернете и разговаривать по телефону. Строго на день, при работе всегда 2-ух сим (МТС/ Life), активном 4G на Лайфе, по 1-2 часа поиграть в Galaxy Wars и приблизительно 2-3 часов разговоров. Да, с учётом всегда включенной системой записи разговоров. К концу дня остаётся ~10% заряда, а дальше включается максимальная экономия. Очень хороший показатель работы от АКБ. Да, заряжается долгова-то - более 2 часов. Ерунда...Это мелочи. На ночь поставил и забыл. в стандартных ОГРОМНЫХ наушниках средний, но и его вы не оцените - размер самих вкладышей огромный - они не влазят в ухо, и все время вываливаются. Вообщем, бюджетненько...Наушники стандартные, на 3,5 мм. Выбирайте и наслаждайтесь звуком. У меня остались от Zenfone 6 комплектные наушники-капли, и я знаю как звучит качественная музыка в телефоне. В этой Nokia 3 качество звука выдаваемое аппаратом - ниже среднего, но не скрипучее, или потрескавшееся, гнусное. Вообщем, не требовательному человеку, пойдет. Может минус - это отсутствие подсветки нижнего ряда кнопок. Дело привычки, но я люблю смотреть куда ""тыкают"" мои сардельки. А здесь вот, упущение с этим. Но, это на мой взгляд. , которые заметил. Wi-Fi дома от Белтелекома работает отлично, без проблем.Точка доступа Wi-Fi включается специфически: для начала отключаешь передачу данных на SIM карте, затем включаешь точку доступа, и только потом включаешь передачу данных. Тогда она заработает. Если менять эти шаги, то может не включится. Периодически (4 -5 раз из 20), зависает и перезагружается телефон, во время присоединения зарядного устройства, для зарядки АКБ. Это уже традиция в данном аппарате. Многие пользователи об этом писали. Я - не исключение. Подтверждаю данный факт. Время перезагрузки - от 5 до 6 минут. Засекал) Экран остается темным, никаких звуков не издает. При нажатии кнопки блокировки - никакой реакции. Остается просто подождать. Изначально это меня настораживало, а теперь - привык. Уже это не раздражает. Единожды был случай: при просмотре фильма онлайн, через браузер, при входящем вызове браузер не свернулся, продолжил работать, и при ответе услышал и голос собеседника, и звук из фильма!!! Закрыть программу получилось, но это ничего не изменило - звук фильма продолжал идти в динамике слуховом. Пришлось выключать и перезагружать его. Если подытожить - я очень доволен покупкой. Было бы больше денег, я и старшие модели опробовал бы. Но, пока как есть. Стабильно хороший аппарат. Стоит своих денег. Не верьте этим обиженным, несчастным везуньчикам, которым попался ""скрипучий, лагающий телефон"" - ОН НЕ СКРИПИТ. ЛАГАЕТ, ЕСЛИ ТЫ ЕГО ЛИЖЕШЬ, ИЛИ КИДАЕШЬ НА ПОЛ ИЛИ ЗЕМЛЮ. Не делайте так с телефоном любым. Они так не эксплуатируются"
1	Классный дизайн. Никакая батарея Прошел ровно год использования данного аппарата. Плюсы: Минусы
0	"Ужасно! Прочтите до конца перед покупкой данного аппарата. Я люблю компанию самсунг, последние лет 5 пользовался их смартфонами без нареканий! Но после покупки А30 я возненавидел самсунг. После провала с Galaxy Fold они выпускают линейку ""А"" Дабы вернуть хотя бы малую часть денег. Телефон собран из г**на, уж простите, но так и есть. Все положительные отзывы куплены!! 1.Экран лишь с виду хорош,пользоваться им просто невозможно! Отзыв тача ужасный! 2.По сравнению с A30 - iphone 4 чудо техники!! И это в 2019? Позор.Телефон глючит даже тогда, когда просто пытаешься позвонить. После нажатия на ""звонок"" и непосредственно самим вызовом пройдет не менее 5 секунд! Поэтому даже пожилым людям(звонки/смс-ки) телефон не подойдёт, если конечно нервы дороги. Про игры и сёрф в интернете на этом смартфоне я вообще молчу! Понятно что аппарат бюджетный, но в сравнении с другими смартфонами в этом ценовом диапазоне, этот самый худший! Просто наплевательское отношение к потребителям. Настоятельно не рекомендую!!!!"
1	На мой взгляд достойный смартфон за свои деньги. Недостатки данной модели наверно всем известны. Лично у меня не вызывают особых нареканий. Пользуюсь с удовольствием. Правда прошивка MIUI 8.1.0.1 Stable сыровата для данного смартфона. Может в будущем что-то изменится. Сканер отпечатков пальцев иногда включает и тут же выключает смартфон. Датчик приближения иногда глючит.. Требуется перезагрузка. На   имеются некоторые решения. Для проверки можете пользоваться приложением Aida64. Смартфон именуется как Kate. Так же пластиковые вставки больше чем у обычной версии.   проверки на подделку. В комплекте идет зарядное устройство с европейской вилкой. Кабель micro usb/usb.
0	Отвратительный телефон Не телефон, а сплошная проблема. Настоятельно не рекомендую. Получила в подарок. Мучаюсь с ним вот уже больше двух лет.. быстро садится батарея, виснет не просто часто, а всегда((( экран жуткий. Разговаривая, ухо (!!!) Всегда нажимает на какие то кнопки, и собеседник меня просто не слышит. Камера тоже оставляет желать лучшего, мягко говоря.
1	Отличный телефон для звонков.  Абсолютно простой телефон! Когда мне понадобился телефон на две симкарты исключительно для звонков, выбрал эту модель. В отличии от других телефонов не искажает звук в динамиках, громкий звонок, есть выбровызов и куча режимов, можно настроить под себя. Нет возможности загружать мелодии, но в принципе предустановленных вполне хватает. Плотно подогнан корпус телефона, не скрипит. В руке держать удобно, не скользит, может слегка будет маловат для крупной мужской ладони, но это не критично. Легкий и по весу и в управлении. Есть громкая связь, причем динамик довольно громкий и четкий, слышимость отменная даже на расстоянии. Еще одно преимущество его не дорогая цена. Из недостатков хочу отметить отсутствие разъема под гарнитуру 3,5, было бы удобно переключаться на наушники с микрофоном, отсутствие быстрого набора. Память у телефона тоже довольно маленькая, большое количество СМС не вмещается. Телефонной книги по объему мне вполне достаточно. Экран хоть и не большой, но четкий, даже на солнце все нормально видно. Батарея держит около недели, если много разговариваю, то 4-5 дней. Ком нужен телефон для звонков, а не для игрушек рекомендую!
1	Очень удобный телефон Телефон супер!! Купила себе и своей маме. Служит уже 3 года. Пользуемся с удовольствием. Стильный, большой экран, много памяти, хороший дисплей, сам телефон красивого цвета. Внешность без сомнения нравится! Очень стильный корпус! По бокам имеются те же стандартные кнопки громкости и блокирования. Заряжается быстро, а зарядку держит долго. Смартфон хорошо упакован. В комплекцию входит зарядное устройство и руководство по эксплуатации. Всем советую!
0	телефон просто ужас! Телефон просто УЖАС!!!!! НЕ ПОКУПАЙТЕ ЕГО НИ В КОЕМ СЛУЧАЕ!!!!!Кто пишет все эти положительные отзывы????? С самого начала начал глючить и подвисать, программы сам закрывает, GPS неверно показывает, разблокируется сам без отпечатка пальца и пинкода,при разговоре дисплей не блокируется,также с края не работает сенсор, СТОЛЬКО НЕРВОВ С НИМ ПОТРАТИЛА!!!! И в конце концов перестали работать клавиши звука и телефон стал писать непонятный код и не включается, отдала в ремонт по гарантии,там сказали, что не гарантийный случай вот и ВСЁ!!!Никто обменивать или возвращать деньги не собирается!!!!
1	Отличный телефон! Пользуюсь этим телефоном почти год и очень счастлива! Плюсы телефона: 1. Красивый. 2. Простой в использовании. 3. Лёгкий. 4. Хорошая камера,хоть иногда и не радует. 5. Отличный дисплей. 6. Не зависает. 7. Хороший экран. 8. Долго служит. 9. Не самая дорогая цена. 10. Отличный. Минусы: они отсутствуют. Телефон рекомендую! Покупайте и Вы не пожалеете! Телефон просто идеальный! Особенно учитывая его цену, ведь он не слишком дорогой. Есть телефоны подороже, но при этом они могут быть менее хороши. В общем, телефон прекрасный, я очень рада,что его приобретала и всем советую того же!
1	На четверку с минусом Данная модель телефона была приобретена мной в 2017 году. Телефон в принципе хороший. Модель удобно держать в руке, не громоздкий. Интерфейс понятный, без всяких мудреных функций.  Фронтальная камера конечно слабовата, но для тех, кто не гоняется за крутизной, камера нормальная.  Динамики громкие, музыку слышно отлично.  Батарея первый год держалась отлично, спустя три года приходится заряжать каждый день, но это с учетом того, что телефон постоянно в рабочем состоянии.  Плохо, что нет отдельного слота для флешки. Хотя памяти мне хватает.  Через три года стал глючить экран блокировки. Зажегался секунд через 15. 
1	Не только красавчик, но и умничка! После клинической смерти раритетной Нокии решила прикупить её собрата, так как являюсь давним поклонником бренда. Хотела кнопочный, потому выбрала Asha 302, привлекли необходимые функции и приличный дизайн. В основном телефон был нужен для связи, интернет, камера и прочее - приятный бонус, но не самое главное. При первом знакомстве порадовало качество сборки корпуса, никаких щелей, зазоров, люфтов и скрипов, всё плотно подогнано. Корпус из пластика, задний отсек закрыт алюминиевой крышкой, никакого глянца, всё матовое. Из предложенных цветов выбрала золотистый, выглядит более чем достойно, всё время хочется подержать в руках и полюбоваться. Внутренний динамик очень неплох, собеседника слышно чётко и ясно, внешний порадовал звуком, единственное, из всех предустановленных мелодий выбрать почти нечего, но это поправимо - закачаю то, что нравится. Камера снимает неплохо, кроме близкого расстояния, качество видео очень даже приличное. Клавиатура удобная, привыкла быстро, аккумулятора хватает на 5-6 дней, правда использую в основном для звонков. Меню несколько непривычно, но типично для Нокии, потому разобралась за один вечер. Единственное, что слегка напрягло - нет чёрного списка, но всё равно ставлю 5. В общем и целом я очень довольна приобретением, рекомендую тем, кому нужен надёжный телефончик для связи. 
